epoch,iter,iter_total,iter_str,total_loss,avg_total_loss,lr,elapsed_sec,loss_bbox,avg_loss_bbox,loss_ce,avg_loss_ce,loss_giou,avg_loss_giou
1,50,500,50/500,2.6311099529266357,4.164524703025818,0.0005,98.8112,1.062917947769165,2.1269808053970336,0.19767314195632935,0.21281729578971864,1.3705188035964966,1.8247266006469727
1,100,500,100/500,2.741150140762329,3.697618255615234,0.0005,125.0404,1.130247712135315,1.7732278633117675,0.19807644188404083,0.20568391487002372,1.4128259420394897,1.718706477880478
1,150,500,150/500,2.880323886871338,3.5493399047851564,0.0005,151.1536,1.2679078578948975,1.6610610254605611,0.1988586187362671,0.2032403513789177,1.4135574102401733,1.6850385252634685
1,200,500,200/500,3.127357006072998,3.3841129767894746,0.0005,176.8799,1.3797502517700195,1.5535893067717552,0.20070238411426544,0.20209654152393342,1.546904444694519,1.6284271264076233
1,250,500,250/500,2.839932918548584,3.3552249183654785,0.0005,202.5894,1.218229055404663,1.5304635350704192,0.1999262571334839,0.20140394115448,1.421777606010437,1.6233574423789978
1,300,500,300/500,2.702643394470215,3.2949030923843385,0.0005,228.1188,1.1831303834915161,1.4914477946360907,0.19882209599018097,0.20093865543603898,1.3206907510757446,1.6025166392326355
1,350,500,350/500,3.112312078475952,3.258592031342643,0.0005,253.9437,1.3894031047821045,1.4690637583392008,0.19597221910953522,0.20059916517564227,1.5269367694854736,1.5889291051455907
1,400,500,400/500,2.986485481262207,3.219946283698082,0.0005,279.6539,1.341984510421753,1.442546143680811,0.19734039902687073,0.20028220634907484,1.4471607208251953,1.5771179309487342
1,450,500,450/500,2.912630319595337,3.198142697546217,0.0005,305.3778,1.1655559539794922,1.427886306842168,0.19508837163448334,0.1999801167514589,1.5519859790802002,1.570276270972358
1,500,500,500/500,2.6834006309509277,3.1728706536293028,0.0005,330.945,1.10281503200531,1.4093741561174393,0.19474907219409943,0.19956614381074905,1.3858366012573242,1.563930352449417
2,50,500,50/500,2.785734176635742,2.9927432918548584,0.0005,106.8114,1.1539769172668457,1.2978997111320496,0.190202996134758,0.1946073976159096,1.4415544271469116,1.5002361702919007
2,100,500,100/500,3.117812395095825,2.9930108165740967,0.0005,132.1347,1.3341848850250244,1.2960293346643448,0.19503216445446014,0.19541962325572967,1.5885953903198242,1.5015618467330933
2,150,500,150/500,2.788935661315918,2.9566560554504395,0.0005,157.4974,1.1180791854858398,1.2732447242736817,0.1932026445865631,0.1951887051264445,1.4776538610458374,1.4882226157188416
2,200,500,200/500,2.8130481243133545,2.9170953047275545,0.0005,182.8224,1.128321886062622,1.250889989733696,0.1825171262025833,0.19302704654633998,1.5022090673446655,1.4731782615184783
2,250,500,250/500,2.866795539855957,2.9091881771087644,0.0005,208.1499,1.1903247833251953,1.2457227468490601,0.19795097410678864,0.1917197431921959,1.4785197973251343,1.4717456760406493
2,300,500,300/500,2.578014850616455,2.9632885615030924,0.0005,233.3666,1.098928451538086,1.2796761802832286,0.1859092116355896,0.19163915112614632,1.2931772470474243,1.491973220507304
2,350,500,350/500,2.820340394973755,2.9516891840526034,0.0005,258.7053,1.1304607391357422,1.2749438408442906,0.17758415639400482,0.1910609570145607,1.5122954845428467,1.4856843798501151
2,400,500,400/500,3.0108132362365723,2.9461104285717012,0.0005,283.7203,1.3689696788787842,1.2712399600446225,0.1780598759651184,0.19039294209331273,1.463783621788025,1.484477521777153
2,450,500,450/500,2.8632454872131348,2.927754948933919,0.0005,309.0459,1.2681188583374023,1.26135704808765,0.17566947638988495,0.19000487244791456,1.4194573163986206,1.4763930251863269
2,500,500,500/500,2.860006809234619,2.9219299125671387,0.0005,334.0842,1.20244562625885,1.2598378970623016,0.1621822863817215,0.1879282866716385,1.4953787326812744,1.474163726091385
3,50,500,50/500,3.0653834342956543,2.7930541181564332,0.0005,100.3287,1.328513503074646,1.1877757036685943,0.1740764081478119,0.16804007381200792,1.5627933740615845,1.4372383260726929
3,100,500,100/500,2.582571268081665,2.836982719898224,0.0005,125.5518,1.0785388946533203,1.2164091700315476,0.22182831168174744,0.1698722167313099,1.282204031944275,1.4507013261318207
3,150,500,150/500,3.1936750411987305,2.8376986026763915,0.0005,150.6852,1.406301736831665,1.211856901248296,0.18649321794509888,0.17798817435900371,1.6008800268173218,1.4478535238901775
3,200,500,200/500,2.887162923812866,2.7863555371761324,0.0005,175.5837,1.1797175407409668,1.1830388125777245,0.1848895102739334,0.1784999454021454,1.5225558280944824,1.4248167777061462
3,250,500,250/500,2.932286024093628,2.7931047582626345,0.0005,200.3972,1.1980326175689697,1.1883258049488068,0.1943870186805725,0.1800624097585678,1.539866328239441,1.4247165412902831
3,300,500,300/500,3.288264751434326,2.7995748925209045,0.0005,225.2798,1.4112364053726196,1.1921618614594143,0.1919814497232437,0.18123674993713698,1.6850470304489136,1.4261762813727061
3,350,500,350/500,2.590869188308716,2.7864034952436176,0.0005,249.8985,1.0581324100494385,1.1834903863498143,0.1623893678188324,0.18188679052250725,1.3703473806381226,1.4210263180732727
3,400,500,400/500,2.717404365539551,2.808791759610176,0.0005,274.9869,1.126279592514038,1.1942653948068618,0.19499562680721283,0.18356928862631322,1.3961292505264282,1.430957073867321
3,450,500,450/500,2.509507656097412,2.810242590904236,0.0005,300.5384,1.054715633392334,1.1955766297711266,0.18190284073352814,0.1836041691237026,1.2728890180587769,1.4310617894596525
3,500,500,500/500,2.423804521560669,2.8064235286712647,0.0005,326.0734,0.9662339687347412,1.1934617521762847,0.17478570342063904,0.18340509563684462,1.2827848196029663,1.4295566787719727
